CustomerID,Customer_FirstName,Customer_LastName,Customer_Membership
C11800,Raymond,Garrett,Gold
C11801,Nicholas,Lopez,Bronze
C11802,Peter,Smith,Gold
C11803,Justin,Rocha,Diamond
C11804,Nicholas,Campbell,Gold
C11805,Amanda,Riley,Bronze
C11806,Amanda,Reed,Silver
C11807,Patrick,Goodwin,Gold
C11808,Jeffrey,Sloan,Bronze
C11809,Laura,Clarke,Silver
C11810,Keith,Edwards,Bronze
C11811,Samantha,Sanchez,Gold
C11812,Jodi,Austin,Diamond
C11813,Nicholas,Torres,Diamond
C11814,Jason,Brown,Diamond
C11815,Michael,Rodgers,Bronze
C11816,Michael,Lee,Diamond
C11817,Brandi,Jackson,Silver
C11818,Anthony,Williams,Silver
C11819,Megan,White,Gold
C11820,Jill,Reyes,Bronze
C11821,Nancy,Stevens,Gold
C11822,Jennifer,Davis,Silver
C11823,Autumn,Brown,Bronze
C11824,Justin,Palmer,Gold
C11825,Mark,Owens,Silver
C11826,Cody,Wright,Diamond
C11827,Billy,Molina,Diamond
C11828,Erin,Thompson,Diamond
C11829,Anthony,Johnson,Diamond
C11830,Jean,Johnson,Diamond
C11831,Chad,Allen,Bronze
C11832,Heidi,Colon,Diamond
C11833,Debra,Harris,Silver
C11834,Jeff,Murray,Diamond
C11835,Tanya,Tanner,Bronze
C11836,Tina,Hughes,Gold
C11837,Mitchell,Knight,Diamond
C11838,Judy,Murphy,Silver
C11839,Nicholas,Harrison,Diamond
C11840,Robert,Cardenas,Diamond
C11841,Nicole,Glenn,Gold
C11842,Kevin,Gill,Gold
C11843,Tamara,Nicholson,Bronze
C11844,Joshua,Marquez,Bronze
C11845,Joseph,Patterson,Bronze
C11846,Lauren,Hartman,Diamond
C11847,Terry,Elliott,Bronze
C11848,Cody,Harris,Bronze
C11849,Wayne,Barnes,Silver
C11850,Angela,Benson,Bronze
C11851,Tina,Perez,Diamond
C11852,Matthew,Davila,Gold
C11853,Rebecca,Ortega,Bronze
C11854,Scott,Clayton,Gold
C11855,Donna,Bush,Silver
C11856,Allison,Miller,Gold
C11857,Samuel,Davis,Diamond
C11858,Daniel,Waters,Gold
C11859,Tiffany,Johnson,Diamond
C11860,Michael,Browning,Gold
C11861,Zachary,Hammond,Silver
C11862,Angela,Kelly,Gold
C11863,Bradley,Barnett,Silver
C11864,Dylan,Mccormick,Diamond
C11865,Melissa,Parker,Gold
C11866,Jason,Miranda,Gold
C11867,Haley,Schneider,Silver
C11868,Samuel,Davis,Bronze
C11869,Maria,Goodwin,Silver
C11870,Monica,English,Bronze
C11871,Michael,Burgess,Diamond
C11872,Andrea,Edwards,Silver
C11873,James,Vincent,Bronze
C11874,Alexa,Rodriguez,Silver
C11875,Stephen,Martinez,Silver
C11876,Brent,Gonzalez,Gold
C11877,Chris,Conley,Silver
C11878,Brett,Smith,Gold
C11879,Randy,Harvey,Bronze
C11880,Peter,Heath,Diamond
C11881,Andre,Perry,Bronze
C11882,Aaron,Cuevas,Diamond
C11883,Amy,Ryan,Gold
C11884,Rachel,Smith,Gold
C11885,Christopher,Roberts,Silver
C11886,Jose,Sanchez,Gold
C11887,Jennifer,Williamson,Gold
C11888,Sally,Williamson,Bronze
C11889,Patricia,Hill,Gold
C11890,Janice,Johnson,Gold
C11891,Jamie,Humphrey,Silver
C11892,Kyle,Carney,Silver
C11893,Jesse,Walters,Diamond
C11894,Colleen,Dorsey,Bronze
C11895,Jonathan,Smith,Bronze
C11896,Brent,Lopez,Silver
C11897,Kenneth,Mullins,Silver
C11898,Jennifer,Barajas,Gold
C11899,Kelly,Parsons,Bronze
C11900,Daniel,Sanchez,Gold
C11901,David,Calderon,Bronze
C11902,Victoria,Murphy,Silver
C11903,Melissa,Sampson,Diamond
C11904,Patricia,Chambers,Bronze
C11905,Kelly,Gray,Silver
C11906,Bryan,Garcia,Bronze
C11907,Micheal,Craig,Silver
C11908,Stephen,Potter,Bronze
C11909,Joshua,Mathews,Gold
C11910,Tristan,Spears,Diamond
C11911,Brandon,Edwards,Silver
C11912,Micheal,Booker,Diamond
C11913,Peter,Acosta,Silver
C11914,Bailey,Park,Bronze
C11915,Lee,Gillespie,Diamond
C11916,Kimberly,Brooks,Gold
C11917,Taylor,Trevino,Diamond
C11918,Jennifer,Hall,Bronze
C11919,Mary,Zuniga,Bronze
C11920,Loretta,Phillips,Silver
C11921,Ariana,Brown,Gold
C11922,William,Wolfe,Diamond
C11923,Allison,West,Gold
C11924,Joyce,Lewis,Bronze
C11925,Mark,James,Silver
C11926,Keith,Richardson,Bronze
C11927,Steven,Garcia,Bronze
C11928,Jasmine,Orozco,Gold
C11929,Alyssa,Barnes,Gold
C11930,Paula,Davis,Silver
C11931,Luis,Martin,Gold
C11932,Eric,Sullivan,Diamond
C11933,Carlos,Garcia,Bronze
C11934,Robert,Vega,Gold
C11935,Jillian,Kramer,Bronze
C11936,Justin,Wood,Silver
C11937,Thomas,Jones,Silver
C11938,Jacqueline,Archer,Bronze
C11939,Carly,Anderson,Silver
C11940,Grant,Sanchez,Silver
C11941,Melanie,Rosales,Diamond
C11942,Scott,Pham,Gold
C11943,Joseph,Cox,Bronze
C11944,Michael,Lucas,Diamond
C11945,Jessica,Gibbs,Gold
C11946,Hannah,Wilson,Gold
C11947,Mark,Parker,Diamond
C11948,Brandon,Hogan,Bronze
C11949,Margaret,Reese,Bronze
C11950,Darrell,Jackson,Silver
C11951,Alyssa,Miller,Bronze
C11952,Megan,Knapp,Bronze
C11953,Whitney,Turner,Diamond
C11954,Tony,Trujillo,Bronze
C11955,Anthony,Evans,Gold
C11956,Matthew,Ortiz,Diamond
C11957,Marcia,Martinez,Gold
C11958,Emily,Moore,Bronze
C11959,Jack,Scott,Diamond
C11960,Brendan,Little,Diamond
C11961,James,Diaz,Gold
C11962,Gary,Hill,Silver
C11963,Allison,Williams,Bronze
C11964,Juan,Roberts,Diamond
C11965,Justin,Mcdowell,Bronze
C11966,Sharon,Barr,Bronze
C11967,Luis,Hensley,Silver
C11968,Tiffany,Roberts,Diamond
C11969,Jacqueline,Moore,Gold
C11970,Gregory,Davis,Silver
C11971,Jason,Coffey,Diamond
C11972,Brian,Barnett,Bronze
C11973,Laura,Wright,Silver
C11974,Jeffrey,Jones,Diamond
C11975,Leslie,Bailey,Bronze
C11976,Christie,Mccoy,Bronze
C11977,Lauren,French,Silver
C11978,Ashley,Green,Gold
C11979,Chelsea,Bradshaw,Silver
C11980,Felicia,Barnett,Bronze
C11981,Angela,Navarro,Diamond
C11982,Adriana,Evans,Bronze
C11983,Patrick,Black,Gold
C11984,Maurice,Moore,Gold
C11985,Barbara,Fitzpatrick,Silver
C11986,Sonya,Anderson,Gold
C11987,William,Peters,Diamond
C11988,Anna,Cooley,Gold
C11989,Cynthia,Benson,Gold
C11990,Corey,King,Silver
C11991,Cassandra,Santiago,Bronze
C11992,Terri,Elliott,Diamond
C11993,Jeffrey,Dunn,Silver
C11994,Mark,Vargas,Silver
C11995,Kristen,Johnson,Silver
C11996,James,Aguirre,Diamond
C11997,Stacy,Booth,Diamond
C11998,Craig,Sandoval,Silver
C11999,Robert,Davidson,Gold
C12000,Lisa,Ewin,Gold
C12001,Alina,Peterson,Bronze
C12002,Alina,Powell,Gold
C12003,Calixta,Cooper,Diamond
C12004,Xin,Bennett,Diamond
C12005,Nomi,Russell,Diamond
C12006,Caily,Clark,Diamond
C12007,Tove,Lewis,Gold
C12008,Jacintha,Sanchez,Silver
C12009,Nefertari,Nelson,Diamond
C12010,Tove,Kelly,Bronze
C12011,Yedda,Howard,Diamond
C12012,Lilybelle,Simmons,Gold
C12013,Xin,Jackson,Gold
C12014,Mei,Ramirez,Bronze
C12015,Isa,Hill,Diamond
C12016,Bella,Williams,Bronze
C12017,Naomi,Jones,Diamond
C12018,Lynne,Miller,Diamond
C12019,Keva,Jenkins,Bronze
C12020,Lillie,Long,Silver
C12021,Donatella,Peterson,Bronze
C12022,Norabel,Hayes,Diamond
C12023,Venus,Patterson,Gold
C12024,Ella,Smith,Diamond
C12025,Tazanna,Martinez,Bronze
C12026,Rachel,Sanders,Bronze
C12027,Omorose,Howard,Bronze
C12028,Nefertiti,Rogers,Bronze
C12029,Sapphire,Davis,Diamond
C12030,Nefertari,Howard,Silver
C12031,Tazanna,Turner,Bronze
C12032,Naomi,Howard,Silver
C12033,Donatella,Mitchell,Bronze
C12034,Orabelle,Phillips,Bronze
C12035,Lillie,Thompson,Diamond
C12036,Rosalind,Stewart,Silver
C12037,Sapphire,Russell,Gold
C12038,Lilybelle,Jones,Diamond
C12039,Nelly,Perry,Bronze
C12040,Rachel,Washington,Silver
C12041,Miyuki,Carter,Silver
C12042,Ratih,Johnson,Silver
C12043,Bella,Wright,Gold
C12044,Naamah,Powell,Diamond
C12045,Nefertari,Murphy,Silver
C12046,Orabelle,Hall,Silver
C12047,Caily,Henderson,Bronze
C12048,Raanana,Bailey,Silver
C12049,Raanana,Collins,Gold
C12050,Ellie,Peterson,Silver
C12051,Yedda,Foster,Diamond
C12052,Calliope,Russell,Bronze
C12053,Raanana,Torres,Silver
C12054,Nefertiti,Edwards,Gold
C12055,Xin,Perez,Silver
C12056,Miyeon,Baker,Gold
C12057,Naava,Roberts,Diamond
C12058,Naava,Jones,Bronze
C12059,Lillie,Long,Diamond
C12060,Tegan,Baker,Bronze
C12061,Orabelle,Garcia,Diamond
C12062,Bella,Bryant,Gold
C12063,Meadow,Russell,Silver
C12064,Ella,Washington,Diamond
C12065,Yedda,Green,Silver
C12066,Nelly,Foster,Silver
C12067,Nomi,Allen,Diamond
C12068,Bonnie,Gonzalez,Gold
C12069,Ellen,Cole,Gold
C12070,Calixta,Peterson,Gold
C12071,Jacintha,Morris,Gold
C12072,Mabs,Howard,Bronze
C12073,Nelly,Russell,Silver
C12074,Miyuki,Patterson,Silver
C12075,Tegan,Phillips,Gold
C12076,Yedda,Torres,Silver
C12077,Alina,Lewis,Bronze
C12078,Rosalind,Campbell,Bronze
C12079,Lynne,Clark,Bronze
C12080,Alina,Johnson,Bronze
C12081,Yedda,Roberts,Gold
C12082,Bonnie,Young,Bronze
C12083,Caily,Cox,Gold
C12084,Kyomi,Reed,Gold
C12085,Miyuki,Davis,Diamond
C12086,Linda,Green,Silver
C12087,Nefertari,Collins,Gold
C12088,Bonnie,Davis,Diamond
C12089,Calliope,Barnes,Bronze
C12090,Jacintha,Griffin,Silver
C12091,Nomi,Ramirez,Silver
C12092,Nelly,Wright,Silver
C12093,Ella,Hill,Diamond
C12094,Raanana,Jones,Silver
C12095,Alina,Smith,Gold
C12096,Bella,Morris,Gold
C12097,Jacintha,Bryant,Bronze
C12098,Sapphire,Wilson,Bronze
C12099,Jacintha,Baker,Silver
C12100,Tegan,Henderson,Bronze
C12101,Miyeon,Robinson,Silver
C12102,Bonnie,Ramirez,Silver
C12103,Kyomi,Russell,Gold
C12104,Sapphire,Carter,Gold
C12105,Jacintha,Kelly,Diamond
C12106,Caily,Hernandez,Gold
C12107,Naamah,Roberts,Bronze
C12108,Lilybelle,Russell,Gold
C12109,Bellezza,Martinez,Bronze
C12110,Bella,Bryant,Diamond
C12111,Jolie,Wright,Diamond
C12112,Naomi,Smith,Bronze
C12113,Rosaleen,Collins,Diamond
C12114,Lynne,Morris,Diamond
C12115,Nefertari,Edwards,Diamond
C12116,Rosalind,Lopez,Diamond
C12117,Ella,Bennett,Diamond
C12118,Lynne,Jenkins,Gold
C12119,Xin,Ramirez,Diamond
C12120,Rosalind,Patterson,Silver
C12121,Sapphire,Collins,Silver
C12122,Naava,Hernandez,Diamond
C12123,Omorose,Walker,Bronze
C12124,Tazanna,Washington,Bronze
C12125,Rachel,Bell,Bronze
C12126,Lynne,Bryant,Diamond
C12127,Xin,Wilson,Bronze
C12128,Rosalind,Powell,Bronze
C12129,Lynne,Gonzales,Gold
C12130,Rosaleen,Sanchez,Silver
C12131,Bellezza,Walker,Silver
C12132,Erina,Hayes,Diamond
C12133,Mabel,Green,Bronze
C12134,Bonita,Sanders,Bronze
C12135,Nomi,Young,Diamond
C12136,Nomi,Bennett,Bronze
C12137,Tazanna,Roberts,Silver
C12138,Lucinda,King,Bronze
C12139,Donatella,Morgan,Bronze
C12140,Bonnie,Cole,Silver
C12141,Mabel,Cook,Silver
C12142,Kyomi,Parker,Bronze
C12143,Raanana,Barnes,Diamond
C12144,Lucinda,Lewis,Diamond
C12145,Bonnie,Barnes,Gold
C12146,Nefertiti,Davis,Gold
C12147,Orabelle,Collins,Bronze
C12148,Kaytlyn,Clark,Silver
C12149,Caily,Martin,Bronze
C12150,Calista,Torres,Bronze
C12151,Belinda,Lewis,Diamond
C12152,Calista,King,Diamond
C12153,Ellie,Washington,Gold
C12154,Marabel,Flores,Gold
C12155,Jacintha,Bryant,Gold
C12156,Naava,Allen,Diamond
C12157,Lucinda,Stewart,Silver
C12158,Bonnie,Lewis,Diamond
C12159,Meadow,Ross,Gold
C12160,Ellie,Sanders,Diamond
C12161,Donatella,Roberts,Silver
C12162,Ulanni,Collins,Bronze
C12163,Bella,Murphy,Gold
C12164,Marabel,Perry,Gold
C12165,Tove,Foster,Diamond
C12166,Keva,Barnes,Silver
C12167,Lucinda,Rodriguez,Bronze
C12168,Lilybelle,Collins,Silver
C12169,Calixta,Martinez,Silver
C12170,Bonita,Miller,Silver
C12171,Mabel,Thomas,Silver
C12172,Felicia,Evans,Silver
C12173,Lynne,Campbell,Diamond
C12174,Meadow,Anderson,Diamond
C12175,Norabel,Alexander,Diamond
C12176,Abigail,Roberts,Bronze
C12177,Naomi,Barnes,Silver
C12178,Jacintha,King,Silver
C12179,Yedda,Hernandez,Diamond
C12180,Bonita,Wood,Bronze
C12181,Nomi,Hayes,Gold
C12182,Keva,Smith,Gold
C12183,Kaytlyn,Alexander,Gold
C12184,Lilybelle,Carter,Gold
C12185,Lucinda,Perez,Gold
C12186,Yedda,Kelly,Silver
C12187,Keva,Collins,Silver
C12188,Rosaleen,Lopez,Bronze
C12189,Nefertari,Morris,Bronze
C12190,Meadow,Powell,Diamond
C12191,Lynne,Thompson,Diamond
C12192,Keva,Collins,Bronze
C12193,Lillie,Lewis,Gold
C12194,Rosalind,Richardson,Diamond
C12195,Calliope,Walker,Gold
C12196,Lilybelle,Ramirez,Bronze
C12197,Abigail,Kelly,Bronze
C12198,Jacintha,Jones,Silver
C12199,Nefertiti,Sanders,Gold
C12200,Alina,Russell,Silver
C12201,Jacintha,Cox,Bronze
C12202,Ella,Simmons,Diamond
C12203,Lillie,Morgan,Bronze
C12204,Tazanna,Wilson,Bronze
C12205,Felicia,Johnson,Gold
C12206,Nefertari,Wilson,Silver
C12207,Calliope,Bell,Bronze
C12208,Sapphire,Ward,Diamond
C12209,Naava,White,Bronze
C12210,Norabel,Hughes,Diamond
C12211,Miyeon,Bennett,Silver
C12212,Abigail,Mitchell,Gold
C12213,Ratih,Barnes,Silver
C12214,Omorose,Edwards,Diamond
C12215,Ratih,Morris,Gold
C12216,Kyomi,Collins,Diamond
C12217,Naamah,Foster,Diamond
C12218,Jolie,Perez,Gold
C12219,Rachel,Edwards,Gold
C12220,Donatella,Lopez,Diamond
C12221,Jacintha,Moore,Gold
C12222,Nefertari,Peterson,Diamond
C12223,Rosalind,Thompson,Silver
C12224,Rosaleen,Brown,Bronze
C12225,Jacintha,Gonzales,Diamond
C12226,Jolie,Carter,Gold
C12227,Alina,Sanchez,Gold
C12228,Kaytlyn,Russell,Silver
C12229,Erina,Collins,Gold
C12230,Belinda,Cook,Bronze
C12231,Miyeon,Long,Diamond
C12232,Lilybelle,Rodriguez,Diamond
C12233,Lilybelle,Wilson,Bronze
C12234,Alina,Allen,Gold
C12235,Tove,Nelson,Bronze
C12236,Nefertiti,Stewart,Diamond
C12237,Rachel,Torres,Bronze
C12238,Norabel,Barnes,Silver
C12239,Ellen,Simmons,Diamond
C12240,Isa,Taylor,Bronze
C12241,Rachel,Lee,Diamond
C12242,Ratih,Cooper,Diamond
C12243,Caily,Jones,Diamond
C12244,Calliope,Brown,Bronze
C12245,Bellezza,Davis,Silver
C12246,Miyeon,Bailey,Gold
C12247,Nefertari,Wilson,Gold
C12248,Tegan,White,Diamond
C12249,Venus,Gray,Gold
C12250,Yedda,Wilson,Gold
C12251,Linda,Allen,Gold
C12252,Nefertiti,Butler,Silver
C12253,Caily,Gray,Diamond
C12254,Naamah,Jenkins,Silver
C12255,Nomi,Walker,Gold
C12256,Naamah,Thomas,Silver
C12257,Rachel,Sanders,Gold
C12258,Erina,Evans,Bronze
C12259,Calliope,Long,Silver
C12260,Jolie,Thompson,Gold
C12261,Norabel,Allen,Gold
C12262,Lilybelle,Miller,Bronze
C12263,Bonnie,Brooks,Gold
C12264,Sapphire,Rodriguez,Bronze
C12265,Omorose,Foster,Gold
C12266,Mabs,Torres,Bronze
C12267,Keva,Brown,Gold
C12268,Ella,Foster,Diamond
C12269,Rosaleen,Cooper,Gold
C12270,Meadow,Anderson,Gold
C12271,Mei,Morgan,Silver
C12272,Lilybelle,Young,Silver
C12273,Mei,Evans,Silver
C12274,Lillie,Powell,Bronze
C12275,Omorose,Ramirez,Bronze
C12276,Ella,Brooks,Diamond
C12277,Fayre,Patterson,Diamond
C12278,Ella,King,Silver
C12279,Belinda,Morris,Bronze
C12280,Rachel,Taylor,Bronze
C12281,Felicia,Henderson,Silver
C12282,Isa,Campbell,Diamond
C12283,Ratih,Cox,Diamond
C12284,Bonnie,Johnson,Diamond
C12285,Donatella,Smith,Gold
C12286,Meadow,Torres,Gold
C12287,Lynne,Moore,Bronze
C12288,Orabelle,Johnson,Gold
C12289,Belinda,Howard,Gold
C12290,Yedda,Gray,Diamond
C12291,Abigail,Bennett,Diamond
C12292,Yedda,Reed,Silver
C12293,Lynne,James,Bronze
C12294,Belinda,Reed,Silver
C12295,Bonnie,Bryant,Silver
C12296,Belinda,Young,Diamond
C12297,Ella,Scott,Bronze
C12298,Felicia,Thomas,Silver
C12299,Jacintha,Perry,Silver
C12300,Nomi,Long,Silver
C12301,Naamah,Perry,Gold
C12302,Naomi,Wright,Bronze
C12303,Miyeon,Morris,Bronze
C12304,Nefertari,Turner,Diamond
C12305,Jolie,Hill,Silver
C12306,Orabelle,Alexander,Bronze
C12307,Nomi,Ramirez,Diamond
C12308,Caily,Perry,Gold
C12309,Miyuki,Clark,Silver
C12310,Ellen,Perez,Bronze
C12311,Kaytlyn,Baker,Silver
C12312,Miyeon,Moore,Silver
C12313,Nelly,Campbell,Gold
C12314,Bonita,Powell,Gold
C12315,Nelly,King,Diamond
C12316,Naomi,White,Gold
C12317,Ratih,White,Gold
C12318,Lynne,Reed,Bronze
C12319,Norabel,Adams,Silver
C12320,Tegan,Allen,Gold
C12321,Calista,Reed,Silver
C12322,Isa,Scott,Bronze
C12323,Rachel,Edwards,Diamond
C12324,Ellen,Ross,Bronze
C12325,Raanana,Bryant,Diamond
C12326,Naava,Gonzales,Silver
C12327,Lilybelle,Williams,Bronze
C12328,Sapphire,Cook,Bronze
C12329,Bonnie,Cooper,Diamond
C12330,Orabelle,Jenkins,Silver
C12331,Calliope,Hughes,Gold
C12332,Jacintha,Foster,Bronze
C12333,Naava,Cox,Diamond
C12334,Miyeon,Alexander,Silver
C12335,Nefertari,Murphy,Silver
C12336,Nelly,Thompson,Diamond
C12337,Sapphire,Edwards,Gold
C12338,Linda,Price,Silver
C12339,Marabel,Perry,Diamond
C12340,Ella,Morris,Diamond
C12341,Omorose,Carter,Silver
C12342,Venus,Johnson,Silver
C12343,Marabel,Collins,Gold
C12344,Keva,Washington,Silver
C12345,Bonita,Hill,Diamond
C12346,Tegan,Adams,Silver
C12347,Isa,Cook,Gold
C12348,Kyomi,Flores,Diamond
C12349,Miyuki,Powell,Diamond
C12350,Rachel,Morris,Gold
C12351,Nefertari,Hernandez,Diamond
C12352,Ella,White,Bronze
C12353,Calliope,Garcia,Diamond
C12354,Ellen,Allen,Diamond
C12355,Bella,Roberts,Diamond
C12356,Caily,Parker,Gold
C12357,Belinda,Gonzales,Bronze
C12358,Mabel,Phillips,Silver
C12359,Mabs,Green,Diamond
C12360,Ratih,Thompson,Diamond
C12361,Fayre,Allen,Diamond
C12362,Jacintha,Miller,Gold
C12363,Venus,Sanchez,Gold
C12364,Calixta,Thomas,Diamond
C12365,Meadow,Nelson,Gold
C12366,Bonita,Bennett,Silver
C12367,Sapphire,Perry,Silver
C12368,Naava,Stewart,Gold
C12369,Naomi,Powell,Silver
C12370,Felicia,Moore,Bronze
C12371,Bellezza,Scott,Bronze
C12372,Donatella,Reed,Diamond
C12373,Ellie,Griffin,Silver
C12374,Lynne,Griffin,Gold
C12375,Naava,Ross,Diamond
C12376,Bonita,Lewis,Diamond
C12377,Ratih,Davis,Gold
C12378,Bonnie,Mitchell,Silver
C12379,Omorose,Thompson,Diamond
C12380,Calista,Garcia,Gold
C12381,Rosaleen,Peterson,Gold
C12382,Lilybelle,Henderson,Diamond
C12383,Venus,Hayes,Gold
C12384,Nefertari,Ramirez,Silver
C12385,Xin,Brown,Gold
C12386,Meadow,Collins,Bronze
C12387,Rosaleen,Brooks,Silver
C12388,Miyeon,Foster,Gold
C12389,Belinda,Bryant,Diamond
C12390,Felicia,Gray,Silver
C12391,Naomi,Reed,Gold
C12392,Caily,Lee,Diamond
C12393,Mabs,Butler,Silver
C12394,Jacintha,Wood,Bronze
C12395,Tegan,Rivera,Silver
C12396,Xin,Johnson,Diamond
C12397,Mabs,Rogers,Gold
C12398,Ellie,Hayes,Bronze
C12399,Tegan,Foster,Gold
C12400,Calista,Hill,Bronze
C12401,Isa,Young,Silver
C12402,Lucinda,Butler,Gold
C12403,Meadow,Price,Silver
C12404,Mei,Stewart,Bronze
C12405,Marabel,Sanchez,Diamond
C12406,Lucinda,Jenkins,Silver
C12407,Ellie,Cooper,Silver
C12408,Mabel,Lee,Diamond
C12409,Naomi,Hill,Diamond
C12410,Nefertari,Thomas,Diamond
C12411,Jacintha,Jones,Bronze
C12412,Tove,Davis,Diamond
C12413,Miyuki,Russell,Bronze
C12414,Xin,Gonzales,Gold
C12415,Naava,Davis,Bronze
C12416,Raanana,Bell,Gold
C12417,Caily,Cole,Gold
C12418,Tove,Turner,Bronze
C12419,Yedda,Wright,Silver
C12420,Tazanna,Clark,Silver
C12421,Yedda,Cox,Diamond
C12422,Erina,Richardson,Gold
C12423,Ellen,Torres,Bronze
C12424,Caily,Bell,Gold
C12425,Raanana,Morgan,Gold
C12426,Lillie,Gonzalez,Silver
C12427,Miyuki,Perez,Diamond
C12428,Jolie,Phillips,Silver
C12429,Raanana,Phillips,Diamond
C12430,Tegan,Jackson,Diamond
C12431,Linda,Taylor,Diamond
C12432,Venus,Cole,Silver
C12433,Mei,Rodriguez,Bronze
C12434,Ellie,Green,Silver
C12435,Fayre,Sanchez,Gold
C12436,Calliope,Ross,Silver
C12437,Nefertari,Allen,Bronze
C12438,Rosaleen,Cooper,Bronze
C12439,Fayre,Ward,Silver
C12440,Calliope,Henderson,Bronze
C12441,Tegan,Wright,Bronze
C12442,Naava,Alexander,Diamond
C12443,Miyeon,Roberts,Diamond
C12444,Rosaleen,Sanchez,Gold
C12445,Jolie,Edwards,Bronze
C12446,Raanana,King,Gold
C12447,Mabel,Wilson,Gold
C12448,Calista,Stewart,Gold
C12449,Fayre,Sanchez,Silver
C12450,Xin,Hall,Silver
C12451,Linda,Carter,Gold
C12452,Donatella,Edwards,Silver
C12453,Tegan,Evans,Diamond
C12454,Abigail,Barnes,Silver
C12455,Ellie,Lewis,Diamond
C12456,Naamah,Evans,Silver
C12457,Kyomi,Rodriguez,Bronze
C12458,Felicia,Taylor,Gold
C12459,Tove,Davis,Gold
C12460,Rosalind,Hayes,Gold
C12461,Fayre,Taylor,Silver
C12462,Donatella,Mitchell,Gold
C12463,Abigail,Martinez,Bronze
C12464,Isa,Perez,Bronze
C12465,Tove,Harris,Gold
C12466,Bonnie,Morris,Bronze
C12467,Tazanna,Green,Bronze
C12468,Fayre,Scott,Gold
C12469,Ulanni,Powell,Diamond
C12470,Miyeon,Taylor,Gold
C12471,Bonnie,Kelly,Silver
C12472,Miyeon,James,Gold
C12473,Bellezza,Simmons,Bronze
C12474,Calixta,Murphy,Gold
C12475,Felicia,Richardson,Gold
C12476,Ella,Rodriguez,Bronze
C12477,Naava,Harris,Bronze
C12478,Orabelle,Harris,Bronze
C12479,Ellie,Nelson,Gold
C12480,Omorose,Collins,Bronze
C12481,Lucinda,Hernandez,Bronze
C12482,Miyuki,Brooks,Bronze
C12483,Rosalind,Hill,Gold
C12484,Naamah,Reed,Silver
C12485,Nefertiti,Miller,Bronze
C12486,Erina,Scott,Diamond
C12487,Raanana,Barnes,Silver
C12488,Lillie,Richardson,Silver
C12489,Nefertari,Thomas,Diamond
C12490,Naamah,Jones,Gold
C12491,Nelly,Lee,Silver
C12492,Yedda,Cox,Gold
C12493,Naamah,Walker,Bronze
C12494,Ella,Smith,Gold
C12495,Jolie,Anderson,Gold
C12496,Naava,Collins,Bronze
C12497,Lynne,Peterson,Gold
C12498,Isa,Patterson,Diamond
C12499,Kaytlyn,Sanders,Silver
C12500,Lillie,Richardson,Bronze
C12501,Lilybelle,Bell,Silver
C12502,Nefertiti,Morris,Silver
C12503,Calista,Bailey,Silver
C12504,Calista,Butler,Gold
C12505,Rosaleen,Carter,Bronze
C12506,Nomi,Lopez,Gold
C12507,Bellezza,Brown,Bronze
C12508,Felicia,Jenkins,Silver
C12509,Belinda,Washington,Gold
C12510,Keva,Harris,Bronze
C12511,Naomi,Young,Bronze
C12512,Fayre,Turner,Gold
C12513,Marabel,Smith,Bronze
C12514,Caily,Phillips,Gold
C12515,Mei,Flores,Silver
C12516,Norabel,Nelson,Bronze
C12517,Sapphire,Baker,Silver
C12518,Tazanna,White,Gold
C12519,Abigail,Garcia,Bronze
C12520,Orabelle,Price,Bronze
C12521,Marabel,Taylor,Bronze
C12522,Venus,Harris,Diamond
C12523,Miyuki,Parker,Silver
C12524,Bella,Moore,Bronze
C12525,Belinda,Garcia,Gold
C12526,Mabs,James,Silver
C12527,Fayre,Cole,Diamond
C12528,Felicia,Carter,Bronze
C12529,Lillie,Peterson,Gold
C12530,Nefertiti,Allen,Gold
C12531,Nefertari,Nelson,Silver
C12532,Lucinda,Ward,Silver
C12533,Bellezza,Brown,Diamond
C12534,Naomi,Cooper,Diamond
C12535,Nefertari,Williams,Gold
C12536,Sapphire,Evans,Silver
C12537,Miyuki,Rogers,Diamond
C12538,Miyuki,Scott,Bronze
C12539,Tove,Evans,Bronze
C12540,Xin,Rodriguez,Gold
C12541,Nelly,Rodriguez,Silver
C12542,Mabel,Bryant,Silver
C12543,Sapphire,Jenkins,Silver
C12544,Belinda,Wood,Bronze
C12545,Donatella,Wright,Gold
C12546,Mabs,Jones,Silver
C12547,Calixta,Baker,Diamond
C12548,Naava,Campbell,Bronze
C12549,Abigail,Rogers,Diamond
C12550,Xin,Hayes,Bronze
C12551,Tove,Cook,Silver
C12552,Felicia,Roberts,Gold
C12553,Rosaleen,Bailey,Bronze
C12554,Mei,Lewis,Diamond
C12555,Fayre,Anderson,Silver
C12556,Tove,Jenkins,Bronze
C12557,Bonita,Harris,Diamond
C12558,Caily,Baker,Gold
C12559,Meadow,Peterson,Diamond
C12560,Nefertari,Adams,Bronze
C12561,Nomi,King,Diamond
C12562,Bonita,Stewart,Gold
C12563,Nomi,Evans,Gold
C12564,Belinda,Jones,Silver
C12565,Miyeon,Russell,Silver
C12566,Keva,Murphy,Bronze
C12567,Ellen,Carter,Diamond
C12568,Ellie,Wilson,Diamond
C12569,Naomi,Gonzales,Gold
C12570,Donatella,Clark,Diamond
C12571,Jacintha,Jones,Bronze
C12572,Erina,Hernandez,Diamond
